ShellIndex,Degree,Betweenness,Closeness,Eigenvector
20.00000,20.00000,0.00000,0.26549,0.00008
1.00000,1.00000,0.00000,0.24483,0.00000
2.00000,2.00000,0.00000,0.18848,0.00001
5.00000,8.00000,14988.93449,0.24884,0.00003
19.00000,19.00000,0.00000,0.22782,0.00007
12.00000,14.00000,21.66184,0.21456,0.00006
4.00000,6.00000,5713.57012,0.25148,0.00002
24.00000,24.00000,0.00000,0.27513,0.00009
4.00000,8.00000,7896.74177,0.22325,0.00003
1.00000,1.00000,0.00000,0.23107,0.00000
2.00000,2.00000,0.00000,0.24111,0.00001
77.00000,77.00000,0.00000,0.29890,0.00030
3.00000,3.00000,0.00000,0.21177,0.00001
5.00000,7.00000,2636.65507,0.23579,0.00003
3.00000,5.00000,21227.27369,0.21664,0.00002
31.00000,42.00000,3061.11521,0.22659,0.00018
2.00000,2.00000,0.00000,6003.50000,0.00008
238.00000,238.00000,0.00000,0.32240,0.00092
5.00000,13.00000,22057.86983,0.23011,0.00005
8.00000,10.00000,3727.31408,0.26508,0.00004
6.00000,9.00000,1397.48957,0.21511,0.00004
5.00000,5.00000,0.00000,0.18199,0.00002
13.00000,13.00000,0.00000,0.20290,0.00005
3.00000,3.00000,779.47689,0.20587,0.00001
11.00000,19.00000,955.35824,0.21576,0.00008
38.00000,44.00000,67182.00000,0.25496,0.00018
3.00000,6.00000,26905.64834,0.21126,0.00002
3.00000,4.00000,2706.71099,0.19920,0.00002
7.00000,13.00000,19225.50370,0.26945,0.00005
13.00000,17.00000,3267.77682,0.25225,0.00007
2.00000,2.00000,0.00000,0.16025,0.00001
6.00000,11.00000,12587.27034,0.24295,0.00004
2.00000,2.00000,0.00000,0.21107,0.00001
4.00000,4.00000,0.00000,0.22817,0.00002
3.00000,3.00000,0.00000,0.21103,0.00001
1.00000,1.00000,0.00000,0.24904,0.00000
10.00000,11.00000,2397.09250,0.20517,0.00005
2.00000,2.00000,0.00000,6003.50000,0.00008
23.00000,27.00000,9749.51834,0.24662,0.00011
6.00000,8.00000,13501.59226,0.24332,0.00003
23.00000,23.00000,0.00000,0.24025,0.00009
238.00000,298.00000,36510.51553,0.33042,0.00115
2.00000,2.00000,0.00000,0.22731,0.00001
2.00000,2.00000,0.00000,0.20846,0.00001
2.00000,2.00000,0.00000,0.21252,0.00001
69.00000,89.00000,2388.22883,0.29280,0.00035
7.00000,12.00000,1669.56194,0.22153,0.00005
2.00000,2.00000,0.00000,0.21464,0.00001
2.00000,4.00000,22402.00000,0.22285,0.00002
92.00000,92.00000,0.00000,0.29849,0.00036
1.00000,1.00000,0.00000,0.19228,0.00000
238.00000,256.00000,196893.13897,0.32647,0.00099
54.00000,79.00000,177974.48735,0.30377,0.00031
3.00000,4.00000,343.85016,0.18700,0.00002
4.00000,7.00000,33600.00000,0.26148,0.00003
7.00000,7.00000,0.00000,0.23223,0.00003
19.00000,19.00000,0.00000,0.22782,0.00007
2.00000,3.00000,80.85023,0.26029,0.00001
1.00000,1.00000,0.00000,0.17841,0.00000
12.00000,12.00000,0.00000,0.21264,0.00005
10.00000,10.00000,0.00000,0.18349,0.00004
6.00000,6.00000,0.00000,0.19536,0.00003
2.00000,2.00000,0.00000,0.19832,0.00001
1.00000,1.00000,0.00000,0.18444,0.00000
5.00000,10.00000,19342.71382,0.23188,0.00004
31.00000,31.00000,0.00000,0.22342,0.00013
1.00000,1.00000,0.00000,12007.00000,0.00008
7.00000,18.00000,115199.51359,0.26003,0.00007
2.00000,2.00000,0.00000,0.20951,0.00001
2.00000,3.00000,0.50000,0.20256,0.00001
3.00000,3.00000,12.87724,0.25054,0.00001
8.00000,8.00000,0.00000,0.20441,0.00003
5.00000,6.00000,0.00000,0.22807,0.00002
1.00000,1.00000,0.00000,12007.00000,0.00008
7.00000,23.00000,148553.50669,0.24551,0.00009
12.00000,38.00000,45932.11108,0.25624,0.00015
2.00000,2.00000,0.00000,0.16729,0.00001
19.00000,19.00000,0.00000,0.21464,0.00008
14.00000,24.00000,60521.59772,0.28632,0.00009
2.00000,2.00000,0.00000,0.20542,0.00001
1.00000,1.00000,0.00000,12007.00000,0.00008
20.00000,20.00000,0.00000,0.22213,0.00008
52.00000,83.00000,4401.36624,0.29328,0.00032
6.00000,15.00000,104234.35000,0.26445,0.00006
3.00000,3.00000,0.00000,4002.33333,0.00008
37.00000,40.00000,87.43004,0.26015,0.00016
3.00000,3.00000,0.00000,0.14761,0.00001
5.00000,11.00000,38830.75751,0.23750,0.00004
4.00000,4.00000,0.00000,0.22735,0.00002
1.00000,1.00000,0.00000,0.16121,0.00000
1.00000,1.00000,0.00000,0.17496,0.00000
1.00000,1.00000,0.00000,0.21965,0.00000
2.00000,2.00000,0.00000,0.19443,0.00001
14.00000,15.00000,481.76239,0.22773,0.00006
1.00000,1.00000,0.00000,12007.00000,0.00008
41.00000,69.00000,20369.29540,0.30751,0.00027
2.00000,2.00000,0.00000,0.21085,0.00001
8.00000,8.00000,0.00000,0.27188,0.00003
1.00000,1.00000,0.00000,0.23107,0.00000
5.00000,8.00000,1166.83367,0.21971,0.00003
1.00000,1.00000,0.00000,12007.00000,0.00008
7.00000,13.00000,23050.12775,0.26415,0.00005
1.00000,1.00000,0.00000,0.19153,0.00000
9.00000,9.00000,0.00000,0.24082,0.00004
1.00000,1.00000,0.00000,12007.00000,0.00008
1.00000,1.00000,0.00000,0.21268,0.00000
19.00000,19.00000,0.00000,0.19196,0.00009
7.00000,10.00000,3451.24391,0.24095,0.00004
1.00000,1.00000,0.00000,0.22197,0.00000
2.00000,2.00000,0.00000,0.21038,0.00001
77.00000,167.00000,60971.06574,0.31390,0.00065
7.00000,13.00000,20830.16093,0.22639,0.00005
5.00000,7.00000,16359.29146,0.23416,0.00003
7.00000,8.00000,9880.06278,0.24153,0.00003
58.00000,120.00000,538857.47169,0.31492,0.00047
6.00000,9.00000,3699.69396,0.26265,0.00004
3.00000,4.00000,33600.00000,0.22477,0.00002
1.00000,1.00000,0.00000,0.17942,0.00000
6.00000,6.00000,0.00000,0.20634,0.00002
7.00000,12.00000,38806.04467,0.27375,0.00005
4.00000,4.00000,0.00000,0.15391,0.00003
5.00000,6.00000,277.09687,0.26555,0.00002
5.00000,6.00000,4465.57345,0.24440,0.00002
5.00000,7.00000,6958.20786,0.24070,0.00003
4.00000,7.00000,41441.41691,0.22168,0.00003
3.00000,4.00000,0.33333,0.21432,0.00002
2.00000,2.00000,0.00000,0.21875,0.00001
29.00000,29.00000,0.00000,0.23725,0.00011
25.00000,47.00000,5282.18904,0.23601,0.00020
1.00000,1.00000,0.00000,0.19132,0.00000
5.00000,5.00000,0.00000,0.26102,0.00002
238.00000,242.00000,8749.34853,0.32265,0.00094
1.00000,1.00000,0.00000,12007.00000,0.00008
17.00000,17.00000,0.00000,0.25923,0.00007
3.00000,3.00000,51.73481,0.21982,0.00001
7.00000,15.00000,35258.03448,0.26986,0.00006
6.00000,9.00000,42442.37656,0.27247,0.00004
6.00000,6.00000,4256.50519,0.25920,0.00002
4.00000,4.00000,0.00000,0.21161,0.00002
1.00000,1.00000,0.00000,0.22334,0.00000
90.00000,190.00000,331555.89367,0.31797,0.00074
18.00000,18.00000,0.00000,0.22680,0.00007
3.00000,3.00000,0.00000,0.19698,0.00001
69.00000,69.00000,0.00000,0.27777,0.00027
6.00000,6.00000,1486.23836,0.24773,0.00002
2.00000,2.00000,0.00000,0.20878,0.00001
1.00000,1.00000,0.00000,0.22141,0.00000
4.00000,4.00000,1420.18376,0.25634,0.00002
2.00000,2.00000,0.00000,0.24322,0.00001
5.00000,5.00000,430.65948,0.25910,0.00002
3.00000,4.00000,72.55782,0.18365,0.00002
4.00000,4.00000,0.00000,0.22817,0.00002
4.00000,6.00000,2798.19474,0.21167,0.00002
2.00000,2.00000,0.00000,0.19275,0.00001
4.00000,7.00000,62122.96727,0.22074,0.00003
7.00000,11.00000,1650.41500,0.22591,0.00004
1.00000,1.00000,0.00000,0.23107,0.00000
1.00000,1.00000,0.00000,0.23028,0.00000
23.00000,23.00000,0.00000,0.24025,0.00009
3.00000,8.00000,44802.00000,0.20221,0.00003
2.00000,2.00000,0.00000,0.21120,0.00001
19.00000,19.00000,0.00000,0.19196,0.00009
8.00000,14.00000,35954.30779,0.22991,0.00006
2.00000,2.00000,0.00000,3001.75000,0.00008
5.00000,6.00000,1711.13017,0.23705,0.00002
6.00000,6.00000,0.00000,0.25970,0.00002
21.00000,21.00000,0.00000,0.26903,0.00008
12.00000,14.00000,21.66184,0.21456,0.00006
1.00000,1.00000,0.00000,0.19454,0.00000
2.00000,2.00000,0.00000,0.19495,0.00001
4.00000,4.00000,0.00000,0.21730,0.00002
6.00000,6.00000,0.00000,0.24096,0.00002
4.00000,6.00000,737.25827,0.19905,0.00002
4.00000,4.00000,4495.36923,0.25556,0.00002
4.00000,5.00000,657.75237,0.22811,0.00002
7.00000,10.00000,7587.03942,0.25971,0.00004
90.00000,266.00000,427963.51181,0.33080,0.00103
5.00000,9.00000,47793.62270,0.24303,0.00004
5.00000,9.00000,17118.31348,0.24172,0.00004
3.00000,3.00000,0.00000,0.18199,0.00001
1.00000,1.00000,0.00000,0.24840,0.00000
1.00000,1.00000,0.00000,0.17270,0.00000
6.00000,6.00000,0.00000,0.20773,0.00002
26.00000,28.00000,0.16000,0.25336,0.00011
23.00000,23.00000,0.00000,0.17922,0.00010
3.00000,3.00000,0.00000,0.22840,0.00001
2.00000,2.00000,0.00000,0.22307,0.00001
2.00000,2.00000,0.00000,0.17140,0.00001
2.00000,2.00000,0.00000,0.24590,0.00001
2.00000,2.00000,0.00000,0.24110,0.00001
4.00000,10.00000,14968.76537,0.21166,0.00004
3.00000,3.00000,0.00000,0.25845,0.00001
3.00000,3.00000,0.00000,0.18080,0.00001
1.00000,1.00000,0.00000,12007.00000,0.00008
3.00000,3.00000,0.00000,0.22177,0.00001
2.00000,2.00000,0.00000,0.20034,0.00001
8.00000,9.00000,817.02480,0.26364,0.00004
2.00000,2.00000,0.00000,0.20890,0.00001
4.00000,4.00000,0.00000,0.25627,0.00002
2.00000,2.00000,0.00000,0.19789,0.00001
6.00000,6.00000,1869.15705,0.23930,0.00002
238.00000,287.00000,70270.12021,0.32568,0.00111
2.00000,2.00000,0.00000,0.19257,0.00001
2.00000,2.00000,0.00000,0.19257,0.00001
4.00000,8.00000,32084.18421,0.23810,0.00003
4.00000,5.00000,278.80115,0.18272,0.00002
25.00000,29.00000,34693.18996,0.22694,0.00012
3.00000,5.00000,1740.62209,0.18893,0.00002
37.00000,44.00000,16559.14851,0.29442,0.00017
5.00000,5.00000,0.00000,0.23867,0.00002
2.00000,2.00000,0.00000,0.19082,0.00001
4.00000,5.00000,8323.59390,0.23094,0.00002
2.00000,2.00000,0.00000,0.26154,0.00001
2.00000,2.00000,0.00000,0.15712,0.00001
3.00000,3.00000,0.00000,0.19744,0.00001
10.00000,10.00000,0.00000,0.22489,0.00004
4.00000,4.00000,0.00000,0.20851,0.00002
31.00000,31.00000,0.00000,0.25326,0.00012
2.00000,2.00000,0.00000,0.11483,0.00001
45.00000,45.00000,0.00000,0.27323,0.00018
4.00000,4.00000,0.00000,3001.75000,0.00008
7.00000,8.00000,14096.31782,0.24626,0.00003
13.00000,31.00000,81815.15098,0.28019,0.00012
2.00000,2.00000,0.00000,0.19607,0.00001
7.00000,7.00000,0.00000,0.20271,0.00003
27.00000,30.00000,1.20000,0.20763,0.00012
1.00000,1.00000,0.00000,0.21095,0.00000
38.00000,83.00000,112076.66411,0.31473,0.00032
3.00000,3.00000,0.00000,0.23772,0.00001
1.00000,1.00000,0.00000,12007.00000,0.00008
77.00000,97.00000,80889.30023,0.30418,0.00038
3.00000,3.00000,0.00000,0.23278,0.00001
31.00000,31.00000,0.00000,0.25326,0.00012
8.00000,18.00000,55798.41866,0.25127,0.00007
2.00000,2.00000,0.00000,6003.50000,0.00008
1.00000,1.00000,0.00000,0.18640,0.00000
6.00000,18.00000,89314.20151,0.25242,0.00007
238.00000,425.00000,239061.04166,0.33741,0.00165
238.00000,243.00000,45668.41993,0.32378,0.00094
2.00000,3.00000,1824.32442,0.23123,0.00001
37.00000,76.00000,348704.62626,0.30042,0.00030
