ShellIndex,Degree,Betweenness,Closeness,Eigenvector
2.00000,2.00000,719.26792,0.27148,0.00001
38.00000,102.00000,423033.55941,0.35859,0.00026
29.00000,45.00000,24537.13560,0.33215,0.00011
13.00000,14.00000,1432.24016,0.32108,0.00004
22.00000,33.00000,183431.24981,0.32239,0.00008
39.00000,95.00000,132972.73346,0.34321,0.00024
21.00000,21.00000,226687.21461,0.34008,0.00005
3.00000,3.00000,0.00000,0.29804,0.00001
6.00000,10.00000,54210.99826,0.30488,0.00003
26.00000,31.00000,25748.57114,0.33139,0.00008
41.00000,481.00000,10723054.75368,0.37948,0.00121
38.00000,264.00000,6095478.87276,0.34887,0.00067
2.00000,3.00000,139.43958,0.28352,0.00001
1.00000,1.00000,0.00000,0.26947,0.00000
43.00000,108.00000,362457.00634,0.35677,0.00027
26.00000,49.00000,133516.01987,0.34310,0.00012
38.00000,151.00000,1891454.04158,0.34686,0.00038
43.00000,396.00000,3267415.74864,0.39743,0.00100
13.00000,14.00000,8696.42046,0.32595,0.00004
43.00000,1026.00000,13926158.06087,0.42181,0.00259
13.00000,17.00000,2623.51734,0.32236,0.00004
35.00000,98.00000,166286.91955,0.33624,0.00025
1.00000,1.00000,0.00000,0.26947,0.00000
43.00000,1245.00000,40660588.62181,0.40808,0.00314
18.00000,20.00000,60950.75841,0.32926,0.00005
3.00000,6.00000,101906.64941,0.27150,0.00002
43.00000,138.00000,889341.36058,0.35775,0.00035
43.00000,146.00000,974443.68304,0.36022,0.00037
42.00000,133.00000,659803.57176,0.36072,0.00033
43.00000,239.00000,1304032.83404,0.38327,0.00060
38.00000,212.00000,4017921.66555,0.35728,0.00053
2.00000,2.00000,0.00000,0.28359,0.00001
24.00000,47.00000,50363.89100,0.32152,0.00012
8.00000,8.00000,2247.69686,0.29948,0.00002
38.00000,170.00000,6199829.93512,0.38638,0.00043
1.00000,1.00000,0.00000,0.26947,0.00000
11.00000,22.00000,16950.52796,0.30357,0.00006
28.00000,45.00000,33774.79277,0.33285,0.00011
43.00000,497.00000,7162833.38977,0.38554,0.00125
29.00000,64.00000,142084.31644,0.33204,0.00016
32.00000,43.00000,22446.68930,0.33577,0.00011
2.00000,2.00000,0.00000,0.26947,0.00001
3.00000,5.00000,631.69419,0.28353,0.00001
18.00000,22.00000,20748.89881,0.32106,0.00006
3.00000,3.00000,0.00000,0.29170,0.00001
3.00000,3.00000,0.00000,0.28911,0.00001
2.00000,2.00000,0.00000,0.26954,0.00001
41.00000,93.00000,418457.53501,0.36557,0.00023
43.00000,166.00000,1247946.19132,0.37022,0.00042
38.00000,72.00000,256664.96649,0.35144,0.00018
2.00000,2.00000,0.00000,0.26947,0.00001
41.00000,123.00000,542173.79291,0.36225,0.00031
24.00000,34.00000,62052.44009,0.33413,0.00009
1.00000,1.00000,0.00000,0.26947,0.00000
43.00000,149.00000,354448.77250,0.36289,0.00038
43.00000,187.00000,867064.63228,0.36370,0.00047
40.00000,106.00000,290658.80664,0.35816,0.00027
38.00000,53.00000,79153.80803,0.35720,0.00013
43.00000,496.00000,7461026.61764,0.40703,0.00125
3.00000,5.00000,719.08194,0.30074,0.00001
42.00000,85.00000,110256.45134,0.35392,0.00021
25.00000,32.00000,29842.42965,0.32757,0.00008
3.00000,3.00000,0.00000,0.29417,0.00001
43.00000,158.00000,773543.77759,0.37136,0.00040
3.00000,3.00000,0.00000,0.29417,0.00001
3.00000,4.00000,423.22041,0.30073,0.00001
41.00000,117.00000,425444.16856,0.36033,0.00029
43.00000,277.00000,3945028.81833,0.38060,0.00070
38.00000,82.00000,92488.18842,0.33939,0.00021
43.00000,229.00000,867099.86089,0.37796,0.00058
34.00000,53.00000,54516.18334,0.33831,0.00013
43.00000,468.00000,3258862.37584,0.39852,0.00118
3.00000,3.00000,0.00000,0.28974,0.00001
1.00000,1.00000,0.00000,0.28955,0.00000
4.00000,6.00000,1048.21685,0.29800,0.00002
43.00000,190.00000,1391245.10167,0.36688,0.00048
40.00000,94.00000,471822.66323,0.35952,0.00024
43.00000,181.00000,394945.80875,0.36011,0.00046
43.00000,1143.00000,17121514.62327,0.40724,0.00288
18.00000,30.00000,33488.58632,0.32757,0.00008
35.00000,91.00000,138097.13759,0.33419,0.00023
26.00000,43.00000,125571.95652,0.34001,0.00011
2.00000,2.00000,0.00000,0.28955,0.00001
36.00000,181.00000,4484490.67373,0.35037,0.00046
1.00000,1.00000,0.00000,0.28955,0.00000
4.00000,4.00000,102.56327,0.29711,0.00001
34.00000,52.00000,91515.99746,0.34322,0.00013
3.00000,5.00000,401.04101,0.30083,0.00001
43.00000,127.00000,258386.23864,0.36323,0.00032
35.00000,60.00000,54489.71681,0.35349,0.00015
31.00000,59.00000,326524.23057,0.33755,0.00015
2.00000,2.00000,0.00000,0.28955,0.00001
1.00000,1.00000,0.00000,0.28955,0.00000
1.00000,1.00000,0.00000,0.28955,0.00000
1.00000,1.00000,0.00000,0.28955,0.00000
6.00000,12.00000,120171.71778,0.31435,0.00003
43.00000,514.00000,7772452.38784,0.38960,0.00130
2.00000,2.00000,32.74119,0.30072,0.00001
43.00000,282.00000,1544618.68875,0.38556,0.00071
1.00000,1.00000,0.00000,0.28955,0.00000
20.00000,29.00000,46633.70058,0.33251,0.00007
29.00000,57.00000,125585.45142,0.33984,0.00014
22.00000,40.00000,81536.89434,0.33872,0.00010
8.00000,8.00000,576.21630,0.31925,0.00002
33.00000,77.00000,230332.39360,0.35547,0.00019
1.00000,1.00000,0.00000,0.28955,0.00000
21.00000,38.00000,33166.30831,0.32755,0.00010
42.00000,97.00000,149925.43516,0.36104,0.00024
43.00000,339.00000,4810968.18604,0.37168,0.00085
20.00000,24.00000,105838.02439,0.33097,0.00006
32.00000,51.00000,23169.65000,0.33501,0.00013
43.00000,142.00000,533103.65301,0.37941,0.00036
43.00000,140.00000,431884.82629,0.35742,0.00035
36.00000,52.00000,72330.78100,0.35275,0.00013
9.00000,9.00000,6574.19750,0.31929,0.00002
43.00000,399.00000,3199160.93233,0.38317,0.00101
43.00000,261.00000,1592068.87408,0.37098,0.00066
43.00000,156.00000,536453.56839,0.37698,0.00039
43.00000,123.00000,185139.80297,0.35626,0.00031
17.00000,23.00000,5118.45262,0.31990,0.00006
5.00000,7.00000,31475.19156,0.29430,0.00002
4.00000,4.00000,107.81953,0.31212,0.00001
36.00000,99.00000,524324.77738,0.33792,0.00025
43.00000,227.00000,945219.55053,0.36777,0.00057
43.00000,459.00000,4072445.55301,0.39894,0.00116
13.00000,18.00000,20135.18529,0.31279,0.00005
43.00000,243.00000,1380244.66085,0.37851,0.00061
42.00000,121.00000,585712.39046,0.35632,0.00030
43.00000,138.00000,1158546.94037,0.36423,0.00035
30.00000,43.00000,40600.51750,0.33084,0.00011
1.00000,1.00000,0.00000,0.28955,0.00000
1.00000,1.00000,0.00000,0.28955,0.00000
17.00000,17.00000,3714.02318,0.32828,0.00004
43.00000,200.00000,363843.03321,0.35811,0.00050
38.00000,81.00000,44897.65419,0.34111,0.00020
38.00000,106.00000,191938.46605,0.34887,0.00027
3.00000,3.00000,32.74119,0.30073,0.00001
27.00000,40.00000,92403.01314,0.33945,0.00010
43.00000,296.00000,2195883.52136,0.37170,0.00075
1.00000,1.00000,0.00000,0.28955,0.00000
6.00000,6.00000,1234.18604,0.31540,0.00002
1.00000,1.00000,0.00000,0.28955,0.00000
2.00000,2.00000,32.74119,0.30072,0.00001
28.00000,41.00000,38625.24419,0.33569,0.00010
40.00000,149.00000,390661.51795,0.35550,0.00037
1.00000,1.00000,0.00000,0.28955,0.00000
43.00000,135.00000,405759.05616,0.36063,0.00034
43.00000,172.00000,993824.14712,0.37831,0.00043
43.00000,302.00000,1695245.22135,0.39338,0.00076
1.00000,1.00000,0.00000,0.28955,0.00000
28.00000,76.00000,534339.69642,0.34025,0.00019
1.00000,1.00000,0.00000,0.28955,0.00000
42.00000,107.00000,202391.92940,0.35505,0.00027
5.00000,5.00000,0.00000,0.30998,0.00001
40.00000,119.00000,375944.23638,0.35685,0.00030
5.00000,6.00000,106.36700,0.31418,0.00002
43.00000,1367.00000,23542249.80177,0.39763,0.00344
43.00000,338.00000,1812411.06554,0.36059,0.00085
2.00000,2.00000,0.00000,0.29110,0.00001
9.00000,9.00000,132.86930,0.31937,0.00002
38.00000,136.00000,1334194.85513,0.36628,0.00034
1.00000,1.00000,0.00000,0.28955,0.00000
32.00000,74.00000,446990.03398,0.34254,0.00019
40.00000,94.00000,433707.46660,0.35457,0.00024
40.00000,73.00000,294644.90134,0.35776,0.00018
8.00000,9.00000,7303.38974,0.31736,0.00002
2.00000,2.00000,0.00000,0.29347,0.00001
29.00000,135.00000,868298.30966,0.33641,0.00034
1.00000,1.00000,0.00000,0.28955,0.00000
42.00000,711.00000,12731890.00147,0.37495,0.00179
34.00000,75.00000,524341.41963,0.34546,0.00019
16.00000,20.00000,43010.46109,0.33992,0.00005
16.00000,17.00000,24849.55729,0.32496,0.00004
33.00000,61.00000,124887.64123,0.34124,0.00015
33.00000,47.00000,268096.32280,0.35329,0.00012
43.00000,834.00000,17177450.23745,0.40762,0.00211
43.00000,136.00000,679094.39625,0.36463,0.00034
1.00000,1.00000,0.00000,0.28955,0.00000
28.00000,46.00000,166069.67569,0.34085,0.00012
23.00000,47.00000,264948.80860,0.33199,0.00012
15.00000,15.00000,5678.06034,0.31516,0.00004
1.00000,1.00000,0.00000,0.28955,0.00000
43.00000,283.00000,814850.77982,0.36717,0.00071
43.00000,253.00000,904541.51440,0.38398,0.00064
40.00000,244.00000,3550138.95417,0.35955,0.00061
3.00000,4.00000,45704.24946,0.28956,0.00001
1.00000,1.00000,0.00000,0.28955,0.00000
1.00000,1.00000,0.00000,0.28955,0.00000
24.00000,28.00000,34479.46709,0.33579,0.00007
22.00000,27.00000,7330.31296,0.33410,0.00007
35.00000,62.00000,76145.53538,0.35489,0.00016
43.00000,421.00000,4719353.91040,0.38047,0.00106
30.00000,59.00000,317900.37961,0.33182,0.00015
1.00000,1.00000,0.00000,0.28955,0.00000
2.00000,2.00000,32.74119,0.30072,0.00001
40.00000,72.00000,53807.22346,0.34875,0.00018
43.00000,100.00000,296399.92790,0.36679,0.00025
43.00000,322.00000,2052083.78509,0.37580,0.00081
41.00000,116.00000,254538.83194,0.35944,0.00029
43.00000,190.00000,1738463.23272,0.37195,0.00048
10.00000,10.00000,886.25538,0.32064,0.00003
31.00000,54.00000,52924.30407,0.33313,0.00014
42.00000,168.00000,328939.00412,0.35142,0.00042
35.00000,67.00000,85866.04226,0.33677,0.00017
5.00000,5.00000,578.65032,0.31228,0.00001
24.00000,38.00000,64473.55572,0.33283,0.00010
4.00000,6.00000,18048.01885,0.29918,0.00002
32.00000,47.00000,80365.30196,0.34109,0.00012
1.00000,1.00000,0.00000,0.28955,0.00000
43.00000,192.00000,1572559.16899,0.37522,0.00048
4.00000,5.00000,33803.56086,0.30808,0.00001
1.00000,1.00000,0.00000,0.28955,0.00000
19.00000,22.00000,4739.20741,0.31985,0.00006
10.00000,11.00000,1749.24534,0.31028,0.00003
25.00000,37.00000,87634.38247,0.34252,0.00009
1.00000,1.00000,0.00000,0.28955,0.00000
3.00000,3.00000,543.81954,0.31010,0.00001
1.00000,1.00000,0.00000,0.28955,0.00000
43.00000,168.00000,812336.79568,0.36477,0.00042
43.00000,205.00000,947667.79654,0.38071,0.00052
1.00000,1.00000,0.00000,0.28955,0.00000
22.00000,36.00000,135765.09131,0.32570,0.00009
19.00000,25.00000,10879.66794,0.32379,0.00006
42.00000,101.00000,789465.55697,0.36843,0.00025
27.00000,31.00000,21915.90120,0.33719,0.00008
39.00000,344.00000,5196253.59254,0.36280,0.00087
42.00000,537.00000,4231822.17918,0.37050,0.00135
40.00000,133.00000,358727.27828,0.34863,0.00033
43.00000,155.00000,662489.18821,0.37546,0.00039
34.00000,53.00000,273584.66930,0.35423,0.00013
34.00000,54.00000,52888.56973,0.34593,0.00014
10.00000,10.00000,1984.14371,0.31794,0.00003
24.00000,34.00000,37422.10653,0.33552,0.00009
15.00000,17.00000,17169.62950,0.32984,0.00004
1.00000,1.00000,0.00000,0.28955,0.00000
1.00000,1.00000,0.00000,0.28955,0.00000
43.00000,705.00000,11623777.31434,0.40009,0.00178
43.00000,126.00000,274671.76627,0.36173,0.00032
43.00000,216.00000,1264144.35389,0.37685,0.00054
1.00000,1.00000,0.00000,0.28955,0.00000
42.00000,121.00000,394633.16914,0.36225,0.00030
31.00000,58.00000,218937.48422,0.32960,0.00015
2.00000,2.00000,0.00000,0.30590,0.00001
42.00000,223.00000,3540150.85716,0.36021,0.00056
1.00000,1.00000,0.00000,0.28955,0.00000
12.00000,17.00000,32292.02902,0.31093,0.00004
4.00000,5.00000,309.13318,0.30094,0.00001
41.00000,79.00000,341723.11884,0.36706,0.00020
3.00000,3.00000,0.00000,0.29816,0.00001
2.00000,2.00000,28146.36833,0.28959,0.00001
43.00000,280.00000,2006230.34521,0.37744,0.00070
42.00000,138.00000,315505.57600,0.35837,0.00035
4.00000,4.00000,1099.27815,0.29296,0.00001
43.00000,1099.00000,16954867.15790,0.40782,0.00277
13.00000,18.00000,6657.42611,0.32112,0.00005
29.00000,43.00000,28166.13496,0.34429,0.00011
19.00000,24.00000,17454.14985,0.33346,0.00006
19.00000,29.00000,65218.77843,0.33833,0.00007
19.00000,30.00000,51085.26503,0.32595,0.00008
14.00000,20.00000,12280.87178,0.31016,0.00005
30.00000,34.00000,45811.93533,0.33472,0.00009
43.00000,229.00000,2429077.68279,0.37886,0.00058
25.00000,44.00000,54774.50416,0.33081,0.00011
32.00000,47.00000,169867.83600,0.35091,0.00012
30.00000,51.00000,111400.77974,0.34340,0.00013
43.00000,120.00000,174252.25555,0.35559,0.00030
43.00000,361.00000,2162291.67345,0.37165,0.00091
32.00000,42.00000,58877.84118,0.33682,0.00011
42.00000,178.00000,2349615.49039,0.36661,0.00045
38.00000,164.00000,489620.69557,0.35785,0.00041
6.00000,6.00000,1644.97239,0.31569,0.00002
43.00000,163.00000,536823.37574,0.36452,0.00041
15.00000,18.00000,8782.76384,0.33077,0.00005
6.00000,35.00000,935624.18186,0.30646,0.00009
38.00000,131.00000,2846922.93915,0.37527,0.00033
3.00000,3.00000,0.00000,0.29456,0.00001
34.00000,157.00000,805080.39528,0.35613,0.00040
1.00000,1.00000,0.00000,0.28955,0.00000
4.00000,5.00000,26234.01653,0.29531,0.00001
9.00000,10.00000,7790.20819,0.30569,0.00003
10.00000,12.00000,8647.77440,0.29990,0.00003
42.00000,134.00000,379527.13309,0.36882,0.00034
32.00000,43.00000,48310.49259,0.33925,0.00011
43.00000,312.00000,1089422.09955,0.38345,0.00079
31.00000,66.00000,47022.52429,0.34979,0.00017
43.00000,172.00000,1668716.52890,0.36500,0.00043
43.00000,300.00000,840351.20074,0.37418,0.00076
43.00000,207.00000,558316.24097,0.37527,0.00052
15.00000,17.00000,3033.01743,0.32359,0.00004
40.00000,145.00000,2974644.07490,0.34927,0.00037
8.00000,15.00000,9393.63613,0.30306,0.00004
32.00000,77.00000,133754.05941,0.32637,0.00019
38.00000,141.00000,473304.20004,0.34951,0.00035
1.00000,1.00000,0.00000,0.28955,0.00000
2.00000,2.00000,390.33161,0.30404,0.00001
1.00000,1.00000,0.00000,0.28955,0.00000
15.00000,27.00000,14355.39935,0.32435,0.00007
1.00000,1.00000,0.00000,0.28955,0.00000
12.00000,12.00000,2066.27326,0.31409,0.00003
43.00000,791.00000,10774451.39610,0.40545,0.00199
43.00000,113.00000,231449.94177,0.35866,0.00028
42.00000,139.00000,494373.84298,0.35858,0.00035
21.00000,48.00000,564263.87452,0.34232,0.00012
43.00000,141.00000,566718.37012,0.37408,0.00035
2.00000,2.00000,32.74119,0.30072,0.00001
6.00000,7.00000,1051.87231,0.30897,0.00002
43.00000,364.00000,1956692.06803,0.39123,0.00092
29.00000,36.00000,7635.90514,0.33907,0.00009
43.00000,162.00000,907744.92942,0.36936,0.00041
43.00000,160.00000,951105.04347,0.37412,0.00040
13.00000,14.00000,9668.87434,0.31929,0.00004
2.00000,2.00000,0.00000,0.29004,0.00001
26.00000,33.00000,11713.05499,0.33487,0.00008
43.00000,181.00000,966434.96899,0.37143,0.00046
1.00000,1.00000,0.00000,0.28955,0.00000
2.00000,2.00000,32.74119,0.30072,0.00001
1.00000,1.00000,0.00000,0.28955,0.00000
6.00000,8.00000,13580.25210,0.29892,0.00002
1.00000,2.00000,336850.00000,0.28960,0.00001
18.00000,24.00000,16550.95938,0.34194,0.00006
7.00000,7.00000,285.79754,0.31753,0.00002
40.00000,178.00000,1115030.52769,0.35487,0.00045
9.00000,9.00000,2704.52932,0.30414,0.00002
29.00000,55.00000,160421.75386,0.34259,0.00014
43.00000,172.00000,544130.50059,0.36418,0.00043
43.00000,233.00000,806104.94779,0.37111,0.00059
41.00000,505.00000,10001341.16574,0.38539,0.00127
43.00000,542.00000,5469124.50344,0.40081,0.00137
6.00000,6.00000,550.20223,0.29609,0.00002
43.00000,137.00000,1008287.12242,0.37191,0.00035
10.00000,13.00000,20923.35698,0.31628,0.00003
43.00000,305.00000,1358234.93428,0.37956,0.00077
43.00000,174.00000,912911.09886,0.35617,0.00044
43.00000,151.00000,448391.36280,0.36451,0.00038
36.00000,62.00000,37140.26551,0.33926,0.00016
43.00000,281.00000,1037541.31956,0.37975,0.00071
1.00000,1.00000,0.00000,0.28955,0.00000
43.00000,227.00000,984219.34230,0.37070,0.00057
39.00000,84.00000,221813.05616,0.36461,0.00021
43.00000,100.00000,166690.52001,0.35123,0.00025
32.00000,96.00000,188793.70781,0.33999,0.00024
43.00000,1261.00000,23227868.42122,0.40104,0.00318
19.00000,28.00000,1940.11680,0.32606,0.00007
1.00000,1.00000,0.00000,0.28955,0.00000
36.00000,59.00000,84164.78561,0.35215,0.00015
43.00000,180.00000,577309.88178,0.37605,0.00045
22.00000,24.00000,5301.89290,0.33647,0.00006
22.00000,34.00000,18330.11088,0.33936,0.00009
38.00000,80.00000,144423.18560,0.34474,0.00020
36.00000,79.00000,122690.76182,0.34479,0.00020
26.00000,42.00000,175374.38024,0.34193,0.00011
5.00000,5.00000,0.00000,0.32054,0.00001
41.00000,75.00000,133285.44434,0.36227,0.00019
43.00000,228.00000,758626.61418,0.37915,0.00057
43.00000,297.00000,1055022.80051,0.37382,0.00075
40.00000,119.00000,97814.98126,0.34376,0.00030
43.00000,232.00000,723403.43830,0.37285,0.00058
17.00000,23.00000,2848.44623,0.32638,0.00006
37.00000,67.00000,160930.32308,0.35348,0.00017
10.00000,10.00000,999.78237,0.32389,0.00003
43.00000,163.00000,657448.04198,0.37862,0.00041
43.00000,607.00000,6803983.55144,0.39699,0.00153
43.00000,160.00000,511519.86617,0.36980,0.00040
43.00000,270.00000,786670.85334,0.37821,0.00068
43.00000,304.00000,1824525.97087,0.38907,0.00077
18.00000,21.00000,1009.89240,0.32227,0.00005
11.00000,13.00000,6160.83909,0.32115,0.00003
31.00000,71.00000,324501.94221,0.34579,0.00018
36.00000,76.00000,113871.32460,0.35740,0.00019
31.00000,59.00000,48760.15390,0.33017,0.00015
43.00000,221.00000,1220514.89484,0.36839,0.00056
43.00000,171.00000,376342.09669,0.37579,0.00043
43.00000,176.00000,530059.01475,0.36917,0.00044
43.00000,223.00000,624696.88563,0.36672,0.00056
33.00000,57.00000,163428.40924,0.34210,0.00014
43.00000,168.00000,624354.94537,0.35428,0.00042
41.00000,101.00000,177831.33421,0.35960,0.00025
6.00000,7.00000,0.20809,0.29663,0.00002
28.00000,43.00000,17452.43217,0.33618,0.00011
15.00000,17.00000,1732.93874,0.31482,0.00004
38.00000,89.00000,74052.53105,0.34969,0.00022
43.00000,165.00000,660368.72260,0.36829,0.00042
43.00000,269.00000,1071152.74685,0.38745,0.00068
35.00000,74.00000,94592.80331,0.33986,0.00019
21.00000,32.00000,62638.18331,0.34405,0.00008
41.00000,101.00000,312684.75359,0.35743,0.00025
10.00000,12.00000,3217.17627,0.32159,0.00003
43.00000,177.00000,509147.35601,0.36855,0.00045
39.00000,79.00000,108656.69233,0.34656,0.00020
20.00000,25.00000,5981.50322,0.32709,0.00006
34.00000,49.00000,23921.60041,0.33660,0.00012
43.00000,137.00000,387443.69123,0.36833,0.00035
43.00000,111.00000,158635.77859,0.36759,0.00028
43.00000,138.00000,330856.78079,0.36377,0.00035
24.00000,40.00000,44541.04816,0.33930,0.00010
39.00000,94.00000,160734.57082,0.35819,0.00024
34.00000,81.00000,282014.55408,0.34498,0.00020
1.00000,1.00000,0.00000,0.29175,0.00000
42.00000,67.00000,103756.69675,0.36083,0.00017
43.00000,552.00000,6059804.44110,0.38793,0.00139
32.00000,45.00000,53755.64294,0.34494,0.00011
30.00000,46.00000,8720.71605,0.33583,0.00012
43.00000,167.00000,962228.08911,0.38660,0.00042
43.00000,540.00000,4430239.04069,0.39668,0.00136
34.00000,81.00000,103439.57523,0.34021,0.00020
31.00000,52.00000,67373.66308,0.35019,0.00013
39.00000,102.00000,180114.02751,0.35047,0.00026
24.00000,30.00000,7143.64175,0.32918,0.00008
43.00000,214.00000,1377314.76384,0.38053,0.00054
43.00000,292.00000,1613325.75551,0.38569,0.00074
39.00000,85.00000,302961.80931,0.35514,0.00021
43.00000,279.00000,1136613.85325,0.37841,0.00070
20.00000,22.00000,3064.31119,0.32739,0.00006
43.00000,486.00000,6758672.08426,0.37580,0.00123
33.00000,89.00000,389494.70831,0.35427,0.00022
26.00000,33.00000,59632.24207,0.34212,0.00008
43.00000,143.00000,662882.90715,0.36482,0.00036
12.00000,14.00000,5052.31501,0.31582,0.00004
30.00000,42.00000,48697.45370,0.35113,0.00011
30.00000,35.00000,19012.24380,0.34024,0.00009
